id,place_a_id,place_b_id,true_distance_km
DE--KE,DE,KE,6352.944306361189
DE--KH,DE,KH,9099.966412008669
DE--KR,DE,KR,8148.703873526628
DE--KW,DE,KW,3820.3353699711474
DE--LA,DE,LA,8389.303700311406
DE--LB,DE,LB,2719.964735235238
DE--MA,DE,MA,2611.9809662547964
DE--MG,DE,MG,8573.70478297859
DE--MN,DE,MN,6208.810532470315
DE--MR,DE,MR,4597.162189355546
DE--MX,DE,MX,9740.126910212532
DE--MY,DE,MY,9615.08570758263
DE--MZ,DE,MZ,8891.673508625014
DE--NA,DE,NA,8326.250387581526
DE--NG,DE,NG,4846.239230895395
DE--NL,DE,NL,577.0085813772484
DE--NO,DE,NO,839.4791498459016
DE--NP,DE,NP,6412.235548972602
DE--NZ,DE,NZ,18133.546853189033
DE--OM,DE,OM,4974.037962957967
DE--PA,DE,PA,9420.904219584527
DE--PE,DE,PE,11091.52456248637
DE--PG,DE,PG,13688.346093644104
DE--PH,DE,PH,9877.59768324053
DE--PK,DE,PK,5120.406237354785
DE--PL,DE,PL,517.9674462482383
DE--PT,DE,PT,2315.454518326916
DE--QA,DE,QA,4393.59766614639
DE--RO,DE,RO,1296.6216634805232
DE--RS,DE,RS,1001.2346356418717
DE--RU,DE,RU,1613.9333205348753
DE--RW,DE,RW,6236.389437169308
DE--SA,DE,SA,4176.916396262325
DE--SB,DE,SB,14360.042010757361
DE--SE,DE,SE,814.5045168029693
DE--SG,DE,SG,9925.538516503066
DE--SN,DE,SN,5002.201564734814
DE--TH,DE,TH,8612.78119439707
DE--TN,DE,TN,1765.104076117606
DE--TO,DE,TO,16443.433494193185
DE--TR,DE,TR,2040.6210846007348
DE--TZ,DE,TZ,6841.237574953327
DE--UA,DE,UA,1208.4684314926021
DE--UG,DE,UG,6056.219858199785
DE--US,DE,US,6726.290515021435
DE--UY,DE,UY,11787.751702305042
DE--UZ,DE,UZ,4317.165064207111
DE--VN,DE,VN,8340.425219517292
DE--VU,DE,VU,15571.41360765544
DE--WS,DE,WS,15689.058160203838
DE--ZA,DE,ZA,8785.190433813566
DE--ZM,DE,ZM,7662.112215775224
DE--ZW,DE,ZW,7976.9082366040275
DJ--DK,DJ,DK,5563.450836145439
DJ--DZ,DJ,DZ,4880.700674022366
DJ--EC,DJ,EC,13467.128182470515
DJ--EG,DJ,EG,2385.5440025869048
DJ--ES,DJ,ES,5577.98240677467
DJ--ET,DJ,ET,563.6385329784034
DJ--FI,DJ,FI,5597.38417252403
DJ--FJ,DJ,FJ,15180.520325457326
DJ--FR,DJ,FR,5586.927340008137
DJ--GB,DJ,GB,5893.483921171655
DJ--GH,DJ,GH,4815.509808110533
DJ--GR,DJ,GR,3504.693546853235
DJ--GT,DJ,GT,14154.19533147342
DJ--HU,DJ,HU,4572.722355105423
DJ--IE,DJ,IE,6356.472515912526
DJ--IN,DJ,IN,4006.219196269734
DJ--IQ,DJ,IQ,2411.576298571018
DJ--IR,DJ,IR,2794.511715311434
DJ--IS,DJ,IS,7656.183871562711
DJ--IT,DJ,IT,4488.595775787954
DJ--JO,DJ,JO,2372.741269592013
DJ--JP,DJ,JP,9855.320216815546
DJ--KE,DJ,KE,1587.024938597451
DJ--KH,DJ,KH,6722.1672505402785
DJ--KR,DJ,KR,8696.886277913123
DJ--KW,DJ,KW,2030.8981419619486
DJ--LA,DJ,LA,6414.5642240223815
DJ--LB,DJ,LB,2586.875457339197
DJ--MA,DJ,MA,5631.3668857963985
DJ--MG,DJ,MG,3408.376081073256
DJ--MN,DJ,MN,7111.939249019597
DJ--MR,DJ,MR,6379.217778551678
DJ--MX,DJ,MX,14647.816214863233
DJ--MY,DJ,MY,6519.654749252713
DJ--MZ,DJ,MZ,4308.674219771922
DJ--NA,DJ,NA,4729.485867346799
DJ--NG,DJ,NG,3908.27915327782
DJ--NL,DJ,NL,5667.228205834269
DJ--NO,DJ,NO,5992.0765318568165
DJ--NP,DJ,NP,4738.757954260722
DJ--NZ,DJ,NZ,14286.227514669154
DJ--OM,DJ,OM,2107.7244409985447
DJ--PA,DJ,PA,13294.11307413061
DJ--PE,DJ,PE,13532.7023202281
DJ--PG,DJ,PG,11743.550023579086
DJ--PH,DJ,PH,8405.241707130703
DJ--PK,DJ,PK,3911.3560976203175
DJ--PL,DJ,PL,4928.894075492878
DJ--PT,DJ,PT,5964.362975641131
DJ--QA,DJ,QA,1753.9280796742596
DJ--RO,DJ,RO,3988.8970948196275
DJ--RS,DJ,RS,4271.1150298280145
DJ--RU,DJ,RU,4922.51039127731
DJ--RW,DJ,RW,2083.86027986952
DJ--SA,DJ,SA,1493.9467269400411
DJ--SB,DJ,SB,13127.742542739323
DJ--SE,DJ,SE,5695.58598778862
DJ--SG,DJ,SG,6797.444640414608
DJ--SN,DJ,SN,6562.9033948870965
DJ--TH,DJ,TH,6221.744353370386
DJ--TN,DJ,TN,4320.613829922978
DJ--TO,DJ,TO,15811.45900651357
DJ--TR,DJ,TR,3298.8778578050433
DJ--TZ,DJ,TZ,2129.914023191541
DJ--UA,DJ,UA,4459.223559065528
DJ--UG,DJ,UG,1708.6179450769398
DJ--US,DJ,US,11676.751553647211
DJ--UY,DJ,UY,11586.892813699693
DJ--UZ,DJ,UZ,4165.299113377261
DJ--VN,DJ,VN,6742.434966863876
DJ--VU,DJ,VU,14108.364002395594
DJ--WS,DJ,WS,16241.777083899611
DJ--ZA,DJ,ZA,4432.136676457311
DJ--ZM,DJ,ZM,3407.0774478219923
DJ--ZW,DJ,ZW,3514.504799606077
DK--DZ,DK,DZ,2222.0965913026544
DK--EC,DK,EC,10093.660966388836
DK--EG,DK,EG,3207.329699226604
DK--ES,DK,ES,2075.334024032045
DK--ET,DK,ET,5658.946647751155
DK--FI,DK,FI,885.5536113660858
DK--FJ,DK,FJ,15670.62407911979
DK--FR,DK,FR,1028.5162528846731
DK--GB,DK,GB,957.7972582089521
DK--GH,DK,GH,5674.367732104929
DK--GR,DK,GR,2137.5042817193626
DK--GT,DK,GT,9476.317289126933
DK--HU,DK,HU,1014.8910077930082
DK--IE,DK,IE,1242.09958731173
DK--IN,DK,IN,5858.219645220509
DK--IQ,DK,IQ,3488.1969003952
DK--IR,DK,IR,3679.881489759166
DK--IS,DK,IS,2113.4996282484603
DK--IT,DK,IT,1532.7057868729892
DK--JO,DK,JO,3204.6967649035714
DK--JP,DK,JP,8714.001331948875
DK--KE,DK,KE,6688.348221715178
DK--KH,DK,KH,9102.265955319388
DK--KR,DK,KR,7961.867597862527
DK--KW,DK,KW,4043.794781569017
DK--LA,DK,LA,8378.72797137837
DK--LB,DK,LB,2998.3645161237164
DK--MA,DK,MA,2831.810448801604
DK--MG,DK,MG,8897.593383913174
DK--MN,DK,MN,6050.727077411702
DK--MR,DK,MR,4815.61683324518
DK--MX,DK,MX,9521.79596447135
DK--MY,DK,MY,9664.003448343146
DK--MZ,DK,MZ,9242.960590860997
DK--NA,DK,NA,8680.52835091602
DK--NG,DK,NG,5187.209035774714
DK--NL,DK,NL,622.7356727209979
DK--NO,DK,NO,484.1303081437072
DK--NP,DK,NP,6443.487412721989
DK--NZ,DK,NZ,17952.28436880554
DK--OM,DK,OM,5163.63756298397
DK--PA,DK,PA,9321.129519912505
DK--PE,DK,PE,11079.590712292826
DK--PG,DK,PG,13541.487128213237
DK--PH,DK,PH,9790.318697808207
DK--PK,DK,PK,5179.465966475824
DK--PL,DK,PL,671.7260476633663
DK--PT,DK,PT,2480.3145222311273
DK--QA,DK,QA,4615.049997950981
DK--RO,DK,RO,1576.5695357895868
DK--RS,DK,RS,1331.0394355715875
DK--RU,DK,RU,1565.876276281649
DK--RW,DK,RW,6584.875147611195
DK--SA,DK,SA,4427.300995581456
DK--SB,DK,SB,14140.407544674648
DK--SE,DK,SE,526.1714298010219
DK--SG,DK,SG,9970.461867157537
DK--SN,DK,SN,5221.350182776359
DK--TH,DK,TH,8628.57561264998
DK--TN,DK,TN,2106.080025262678
DK--TO,DK,TO,16115.442300724219
DK--TR,DK,TR,2301.7792539265774
DK--TZ,DK,TZ,7181.772847572228
DK--UA,DK,UA,1332.5504118595684
DK--UG,DK,UG,6399.665678270035
DK--US,DK,US,6526.325446276901
DK--UY,DK,UY,11952.963675539959
DK--UZ,DK,UZ,4343.657316041292
DK--VN,DK,VN,8302.384970717283
DK--VU,DK,VU,15324.193649277911
DK--WS,DK,WS,15347.08545933894
DK--ZA,DK,ZA,9139.410815693662
DK--ZM,DK,ZM,8015.206659660327
DK--ZW,DK,ZW,8328.0243796912
DZ--EC,DZ,EC,9273.42955155682
DZ--EG,DZ,EG,2715.5414954485536
DZ--ES,DZ,ES,711.8772255887199
DZ--ET,DZ,ET,4726.061150528088
DZ--FI,DZ,FI,3033.2458162220696
DZ--FJ,DZ,FJ,17891.524863416074
DZ--FR,DZ,FR,1345.8479224292655
DZ--GB,DZ,GB,1656.5822446092477
DZ--GH,DZ,GH,3472.5242188720927
DZ--GR,DZ,GR,1833.1443937842616
DZ--GT,DZ,GT,9364.474567510873
DZ--HU,DZ,HU,1776.628923962432
DZ--IE,DZ,IE,1977.8801409363282
DZ--IN,DZ,IN,6841.71964982002
DZ--IQ,DZ,IQ,3761.6515699271363
DZ--IR,DZ,IR,4303.843449131348
DZ--IS,DZ,IS,3474.501211291584
DZ--IT,DZ,IT,992.0972539136368
DZ--JO,DZ,JO,3056.372803474376
DZ--JP,DZ,JP,10825.062201744677
DZ--KE,DZ,KE,5468.388996259568
DZ--KH,DZ,KH,10284.883917345715
DZ--KR,DZ,KR,9964.003557283175
DZ--KW,DZ,KW,4235.439679118757
DZ--LA,DZ,LA,9651.466204102782
DZ--LB,DZ,LB,2954.7817789685196
DZ--MA,DZ,MA,947.5149821768754
DZ--MG,DZ,MG,7732.1835596880965
DZ--MN,DZ,MN,7982.06609542432
DZ--MR,DZ,MR,2785.467098997486
DZ--MX,DZ,MX,9769.285470457762
DZ--MY,DZ,MY,10572.290569185669
DZ--MZ,DZ,MZ,7601.58866418694
DZ--NA,DZ,NA,6730.898039749801
DZ--NG,DZ,NG,3099.0147228469714
DZ--NL,DZ,NL,1738.248506848775
DZ--NO,DZ,NO,2632.9504054733866
DZ--NP,DZ,NP,7581.479181116533
DZ--NZ,DZ,NZ,19142.8906277313
DZ--OM,DZ,OM,5465.979886221357
DZ--PA,DZ,PA,8762.377481523485
DZ--PE,DZ,PE,9941.552381823174
DZ--PG,DZ,PG,15312.066186579557
DZ--PH,DZ,PH,11385.615764278304
DZ--PK,DZ,PK,6243.845068536664
DZ--PL,DZ,PL,2223.061077794254
DZ--PT,DZ,PT,1095.7494836242417
DZ--QA,DZ,QA,4747.81084841156
DZ--RO,DZ,RO,2119.314983009627
DZ--RS,DZ,RS,1715.3670498486936
DZ--RU,DZ,RU,3341.3300109822576
DZ--RW,DZ,RW,5116.794993471336
DZ--SA,DZ,SA,4356.927852945174
DZ--SB,DZ,SB,16195.241734283643
DZ--SE,DZ,SE,2735.695299839689
DZ--SG,DZ,SG,10888.595168568347
DZ--SN,DZ,SN,3179.4676163160534
DZ--TH,DZ,TH,9758.062670903257
DZ--TN,DZ,TN,636.4067113953702
DZ--TO,DZ,TO,18264.039353280205
DZ--TR,DZ,TR,2617.4508653785942
DZ--TZ,DZ,TZ,5847.445411357088
DZ--UA,DZ,UA,2663.2115945563396
DZ--UG,DZ,UG,5053.359177259598
DZ--US,DZ,US,6808.566447806581
DZ--UY,DZ,UY,10021.761700936302
DZ--UZ,DZ,UZ,5616.8423790046545
DZ--VN,DZ,VN,9710.302297086428
DZ--VU,DZ,VU,17455.08513155299
DZ--WS,DZ,WS,17412.883057418534
DZ--ZA,DZ,ZA,7401.6582042116315
DZ--ZM,DZ,ZM,6354.266381974583
DZ--ZW,DZ,ZW,6719.264309387912
EC--EG,EC,EG,11921.29749338797
EC--ES,EC,ES,8744.493879971977
EC--ET,EC,ET,13009.894295236707
EC--FI,EC,FI,10766.972938127406
EC--FJ,EC,FJ,11390.06124649074
EC--FR,EC,FR,9356.099726494382
EC--GB,EC,GB,9223.660081294693
EC--GH,EC,GH,8722.788375864173
EC--GR,EC,GR,11098.488501351112
EC--GT,EC,GT,2108.654125122156
EC--HU,EC,HU,10597.420143623656
EC--IE,EC,IE,8856.7321224618
EC--IN,EC,IN,15946.975034339017
EC--IQ,EC,IQ,13033.480566997101
EC--IR,EC,IR,13528.885384789817
EC--IS,EC,IS,8473.98660234795
EC--IT,EC,IT,10108.591735901797
EC--JO,EC,JO,12316.052776089125
EC--JP,EC,JP,14443.41027241777
EC--KE,EC,KE,12835.633482743842
EC--KH,EC,KH,18696.94253631968
EC--KR,EC,KR,15117.005996380947
EC--KW,EC,KW,13503.187281712011
EC--LA,EC,LA,18036.61003561346
EC--LB,EC,LB,12227.059309516306
EC--MA,EC,MA,8342.73823891513
EC--MG,EC,MG,13770.662076120137
EC--MN,EC,MN,14692.444843600993
EC--MR,EC,MR,7128.44283294783
EC--MX,EC,MX,3130.5239813665785
EC--MY,EC,MY,19676.489497747305
EC--MZ,EC,MZ,12106.97224410608
EC--NA,EC,NA,10581.520660810209
EC--NG,EC,NG,9586.003805156184
EC--NL,EC,NL,9578.921669493722
EC--NO,EC,NO,9984.620111587343
EC--NP,EC,NP,16511.258148667985
EC--NZ,EC,NZ,11386.291413396459
EC--OM,EC,OM,14721.75622766566
EC--PA,EC,PA,1021.9236874051794
EC--PE,EC,PE,1318.3930066843552
EC--PG,EC,PG,14860.747037631605
EC--PH,EC,PH,17354.038480459047
EC--PK,EC,PK,15272.182699072811
EC--PL,EC,PL,10673.784107246698
EC--PT,EC,PT,8247.329989208523
EC--QA,EC,QA,13987.869999260492
EC--RO,EC,RO,11183.190616761465
EC--RS,EC,RS,10734.874880768395
EC--RU,EC,RU,11626.852899691723
EC--RW,EC,RW,12082.792854088186
EC--SA,EC,SA,13552.646045047662
EC--SB,EC,SB,13472.966500863207
EC--SE,EC,SE,10401.276617749345
EC--SG,EC,SG,19742.188066492825
EC--SN,EC,SN,6913.506263228046
EC--TH,EC,TH,18502.833475620217
EC--TN,EC,TN,9909.190555404446
EC--TO,EC,TO,10705.70168574737
EC--TR,EC,TR,11835.304340880773
EC--TZ,EC,TZ,12698.840269254388
EC--UA,EC,UA,11362.99989137086
EC--UG,EC,UG,12365.829490749245
EC--US,EC,US,4333.803838429841
EC--UY,EC,UY,4482.970019807634
EC--UZ,EC,UZ,14425.473507290948
EC--VN,EC,VN,17653.687315428015
EC--VU,EC,VU,12461.268368013227
EC--WS,EC,WS,10362.060598009772
EC--ZA,EC,ZA,11679.270923243872
EC--ZM,EC,ZM,11810.606319065644
EC--ZW,EC,ZW,12077.501938409972
EG--ES,EG,ES,3355.0785607140415
EG--ET,EG,ET,2452.617953664222
EG--FI,EG,FI,3381.1971957220794
EG--FJ,EG,FJ,16456.426551141787
EG--FR,EG,FR,3214.633946258294
EG--GB,EG,GB,3513.224272125026
EG--GH,EG,GH,4270.0929109249555
EG--GR,EG,GR,1119.9840833129142
EG--GT,EG,GT,12063.215446316324
EG--HU,EG,HU,2200.7431236054504
EG--IE,EG,IE,3977.148840771521
EG--IN,EG,IN,4435.964091411309
EG--IQ,EG,IQ,1297.266875022625
EG--IR,EG,IR,1984.1670599707793
EG--IS,EG,IS,5278.186818323825
EG--IT,EG,IT,2134.7872271725983
EG--JO,EG,JO,494.32707408421885
EG--JP,EG,JP,9586.616311745503
EG--KE,EG,KE,3517.610461321371
EG--KH,EG,KH,7814.5617592343015
EG--KR,EG,KR,8503.339014259222
EG--KW,EG,KW,1619.015077027488
EG--LA,EG,LA,7272.6053029547575
EG--LB,EG,LB,584.47635732564
EG--MA,EG,MA,3603.4430310091693
EG--MG,EG,MG,5691.968127954924
EG--MN,EG,MN,6572.075909101881
EG--MR,EG,MR,4945.20863816587
EG--MX,EG,MX,12386.314913876035
EG--MY,EG,MY,7957.843206792961
EG--MZ,EG,MZ,6199.177474706413
EG--NA,EG,NA,6016.843830308632
EG--NG,EG,NG,3387.4680508755546
EG--NL,EG,NL,3281.685911866004
EG--NO,EG,NO,3657.274374511535
EG--NP,EG,NP,5230.8283028750475
EG--NZ,EG,NZ,16524.182617665698
EG--OM,EG,OM,2802.585102734552
EG--PA,EG,PA,11469.05037626713
EG--PE,EG,PE,12429.606272791647
EG--PG,EG,PG,13030.990490856027
EG--PH,EG,PH,9188.405775476658
EG--PK,EG,PK,3959.781346765724
EG--PL,EG,PL,2605.2551344227354
EG--PT,EG,PT,3804.4459470065553
EG--QA,EG,QA,2066.5991917494757
EG--RO,EG,RO,1659.5155547159025
EG--RS,EG,RS,1892.7024901687175
EG--RU,EG,RU,2899.390144089835
EG--RW,EG,RW,3543.926875509804
EG--SA,EG,SA,1646.868560351307
EG--SB,EG,SB,14245.183976903041
EG--SE,EG,SE,3404.607659449505
EG--SG,EG,SG,8269.808521932006
EG--SN,EG,SN,5253.120694234128
EG--TH,EG,TH,7278.235334714449
EG--TN,EG,TN,2091.9389961862353
EG--TO,EG,TO,17199.616226949714
EG--TR,EG,TR,1105.6067845732575
EG--TZ,EG,TZ,4038.353951938408
EG--UA,EG,UA,2264.232150700553
EG--UG,EG,UG,3293.6698543014068
EG--US,EG,US,9366.819693047106
EG--UY,EG,UY,11635.30194591072
EG--UZ,EG,UZ,3629.3719422803106
EG--VN,EG,VN,7437.521764642192
EG--VU,EG,VU,15478.55030208133
EG--WS,EG,WS,17056.406945181367
EG--ZA,EG,ZA,6178.42759423283
EG--ZM,EG,ZM,5040.806478740903
EG--ZW,EG,ZW,5296.51277194908
ES--ET,ES,ET,5435.390315315712
ES--FI,ES,FI,2953.7168515011904
ES--FJ,ES,FJ,17527.210746850342
ES--FR,ES,FR,1054.2206353287124
ES--GB,ES,GB,1263.9687927349041
ES--GH,ES,GH,3875.784925520151
ES--GR,ES,GR,2374.062233299252
ES--GT,ES,GT,8708.239037590947
ES--HU,ES,HU,1981.0604444178148
ES--IE,ES,IE,1450.734830739179
ES--IN,ES,IN,7287.614249142348
ES--IQ,ES,IQ,4303.910818056646
ES--IR,ES,IR,4787.909984169593
ES--IS,ES,IS,2897.058257257808
ES--IT,ES,IT,1365.1557413989822
ES--JO,ES,JO,3652.3822060412035
ES--JP,ES,JP,10789.251153816349
ES--KE,ES,KE,6176.5987043900495
ES--KH,ES,KH,10711.190060704843
ES--KR,ES,KR,10019.900842150517
ES--KW,ES,KW,4807.416117678433
ES--LA,ES,LA,10043.35932210736
ES--LB,ES,LB,3526.90188310607
ES--MA,ES,MA,760.8123052479816
ES--MG,ES,MG,8436.90638698471
ES--MN,ES,MN,8077.8490625462155
ES--MR,ES,MR,2740.343201179456
ES--MX,ES,MX,9078.13985240458
ES--MY,ES,MY,11077.974673965115
ES--MZ,ES,MZ,8250.042843932693
ES--NA,ES,NA,7296.172308566339
ES--NG,ES,NG,3642.923695107211
ES--NL,ES,NL,1481.542258526469
ES--NO,ES,NO,2391.208799044871
ES--NP,ES,NP,7993.666046350147
ES--NZ,ES,NZ,19851.726976157825
ES--OM,ES,OM,6042.341631336514
ES--PA,ES,PA,8172.567904624895
ES--PE,ES,PE,9503.708312480001
ES--PG,ES,PG,15540.973209283286
ES--PH,ES,PH,11671.011912853837
ES--PK,ES,PK,6659.012517572479
ES--PL,ES,PL,2294.1560974438808
ES--PT,ES,PT,504.8178933567692
ES--QA,ES,QA,5341.715362419825
ES--RO,ES,RO,2477.663022993092
ES--RS,ES,RS,2033.2973948053755
ES--RU,ES,RU,3447.7208209357696
ES--RW,ES,RW,5808.8471126789755
ES--SA,ES,SA,4976.67214260894
ES--SB,ES,SB,16215.727105652555
ES--SE,ES,SE,2599.80340123646
ES--SG,ES,SG,11394.820059047039
ES--SN,ES,SN,3146.0652951641023
ES--TH,ES,TH,10195.38770323311
ES--TN,ES,TN,1270.4932348178631
ES--TO,ES,TO,17725.44707534172
ES--TR,ES,TR,3091.375943481574
ES--TZ,ES,TZ,6547.695065885699
ES--UA,ES,UA,2867.9152687436067
ES--UG,ES,UG,5756.275015322319
ES--US,ES,US,6103.59738093071
ES--UY,ES,UY,9917.855426794064
ES--UZ,ES,UZ,5960.026684129311
ES--VN,ES,VN,10056.382163469798
ES--VU,ES,VU,17378.37724100668
ES--WS,ES,WS,16841.943249001237
ES--ZA,ES,ZA,8029.9477888894835
ES--ZM,ES,ZM,7008.120533509988
ES--ZW,ES,ZW,7380.25888000567
ET--FI,ET,FI,5790.019542298963
ET--FJ,ET,FJ,15572.54742661621
ET--FR,ET,FR,5564.644582105378
ET--GB,ET,GB,5886.122685458142
ET--GH,ET,GH,4312.516347158949
ET--GR,ET,GR,3541.0060008455616
ET--GT,ET,GT,13846.317125088617
ET--HU,ET,HU,4648.776628884084
ET--IE,ET,IE,6342.812754122806
ET--IN,ET,IN,4568.968215495237
ET--IQ,ET,IQ,2754.1573784833126
ET--IR,ET,IR,3220.792363720454
ET--IS,ET,IS,7710.516782360307
ET--IT,ET,IT,4456.489579759943
ET--JO,ET,JO,2553.4284598416657
ET--JP,ET,JP,10415.439814966736
ET--KE,ET,KE,1159.806608820494
ET--KH,ET,KH,7243.224479021559
ET--KR,ET,KR,9256.901270317068
ET--KW,ET,KW,2450.8346622480844
ET--LA,ET,LA,6958.159835754651
ET--LB,ET,LB,2769.8783313746626
ET--MA,ET,MA,5405.302959239058
ET--MG,ET,MG,3239.351243248947
ET--MN,ET,MN,7648.629399405013
ET--MR,ET,MR,5981.189570223431
ET--MX,ET,MX,14431.004638352826
ET--MY,ET,MY,6996.0854221014015
ET--MZ,ET,MZ,3926.95120365546
ET--NA,ET,NA,4216.607341198862
ET--NG,ET,NG,3425.380993916935
ET--NL,ET,NL,5692.490720486377
ET--NO,ET,NO,6109.632738802692
ET--NP,ET,NP,5302.269488847692
ET--NZ,ET,NZ,14423.0253472428
ET--OM,ET,OM,2662.3993645946325
ET--PA,ET,PA,12903.886295266064
ET--PE,ET,PE,13010.580677525299
ET--PG,ET,PG,12194.499116850557
ET--PH,ET,PH,8943.42800028437
ET--PK,ET,PK,4460.31441309416
ET--PL,ET,PL,5054.603703831145
ET--PT,ET,PT,5784.177787414981
ET--QA,ET,QA,2254.580838786307
ET--RO,ET,RO,4107.394045634975
ET--RS,ET,RS,4336.859990056327
ET--RU,ET,RU,5182.912971370709
ET--RW,ET,RW,1547.482566455382
ET--SA,ET,SA,1928.2054708788808
ET--SB,ET,SB,13588.775283791607
ET--SE,ET,SE,5846.588012893221
ET--SG,ET,SG,7265.102216993072
ET--SN,ET,SN,6138.121973536205
ET--TH,ET,TH,6750.299737881846
ET--TN,ET,TN,4210.593813018569
ET--TO,ET,TO,16157.80668084424
ET--TR,ET,TR,3471.2514729888712
ET--TZ,ET,TZ,1714.3873971546066
ET--UA,ET,UA,4651.905379290357
ET--UG,ET,UG,1178.4774078311789
ET--US,ET,US,11530.640207862776
ET--UY,ET,UY,11024.296078477717
ET--UZ,ET,UZ,4672.665543973437
ET--VN,ET,VN,7294.24449951952
ET--VU,ET,VU,14509.16703902389
ET--WS,ET,WS,16674.277788521336
ET--ZA,ET,ZA,4007.191456170527
ET--ZM,ET,ZM,2937.9849591476213
ET--ZW,ET,ZW,3086.741465951652
FI--FJ,FI,FJ,14881.524051042496
FI--FR,FI,FR,1913.0642944778042
FI--GB,FI,GB,1825.9330131984918
FI--GH,FI,GH,6421.808628793435
FI--GR,FI,GR,2469.446523502244
FI--GT,FI,GT,9941.438532779184
FI--HU,FI,HU,1461.0199542937414
FI--IE,FI,IE,2030.195609863837
FI--IN,FI,IN,5227.813402791738
FI--IQ,FI,IQ,3304.383097251526
FI--IR,FI,IR,3319.739999711777
FI--IS,FI,IS,2424.6887604632257
FI--IT,FI,IT,2204.4886323251985
FI--JO,FI,JO,3240.805298746483
FI--JP,FI,JP,7840.181225242526
FI--KE,FI,KE,6893.053879094669
FI--KH,FI,KH,8345.318416726783
FI--KR,FI,KR,7076.449214426985
FI--KW,FI,KW,3834.2391899680447
FI--LA,FI,LA,7608.723707888943
FI--LB,FI,LB,3024.0301759445492
FI--MA,FI,MA,3705.568629466575
FI--MG,FI,MG,9000.879836150667
FI--MN,FI,MN,5168.787189300849
FI--MR,FI,MR,5691.630963999372
FI--MX,FI,MX,9855.858846180436
FI--MY,FI,MY,8971.024211314423
FI--MZ,FI,MZ,9571.129430471336
FI--NA,FI,NA,9198.5762078338
FI--NG,FI,NG,5852.2306591964625
FI--NL,FI,NL,1506.1678883392688
FI--NO,FI,NO,789.3307636306301
FI--NP,FI,NP,5745.497641830409
FI--NZ,FI,NZ,17068.725016057746
FI--OM,FI,OM,4823.740914937894
FI--PA,FI,PA,9934.218601915914
FI--PE,FI,PE,11822.926389926623
FI--PG,FI,PG,12659.029661015238
FI--PH,FI,PH,8939.979930604915
FI--PK,FI,PK,4543.885658949807
FI--PL,FI,PL,915.2000736428832
FI--PT,FI,PT,3365.791975654019
FI--QA,FI,QA,4381.191084918946
FI--RO,FI,RO,1753.3915174300232
FI--RS,FI,RS,1734.5688541400311
FI--RU,FI,RU,895.568901558974
FI--RW,FI,RW,6904.0656272950655
FI--SA,FI,SA,4292.210711697853
FI--SB,FI,SB,13264.415027330946
FI--SE,FI,SE,394.8329300638056
FI--SG,FI,SG,9269.41231436185
FI--SN,FI,SN,6097.2656329221945
FI--TH,FI,TH,7892.355050494185
FI--TN,FI,TN,2803.698012116615
FI--TO,FI,TO,15389.015553988162
FI--TR,FI,TR,2318.7683066331742
FI--TZ,FI,TZ,7418.969801469933
FI--UA,FI,UA,1140.0561693095046
FI--UG,FI,UG,6671.384628440318
FI--US,FI,US,6946.711977616074
FI--UY,FI,UY,12837.214508487843
FI--UZ,FI,UZ,3664.130434607551
FI--VN,FI,VN,7500.56964538643
FI--VU,FI,VU,14465.201467478199
FI--WS,FI,WS,14684.543517620144
FI--ZA,FI,ZA,9522.764258248177
FI--ZM,FI,ZM,8384.147740694087
FI--ZW,FI,ZW,8662.083663203695
FJ--FR,FJ,FR,16576.81749979109
FJ--GB,FJ,GB,16299.555426240808
FJ--GH,FJ,GH,18604.884835041765
FJ--GR,FJ,GR,16718.893493199037
FJ--GT,FJ,GT,10619.020821593358
FJ--HU,FJ,HU,16248.190599074645
FJ--IE,FJ,IE,16076.838046325709
FJ--IN,FJ,IN,12028.323263938093
FJ--IQ,FJ,IQ,15163.152530965708
FJ--IR,FJ,IR,14489.11653350524
FJ--IS,FJ,IS,14666.900637799572
FJ--IT,FJ,IT,17055.863339691525
FJ--JO,FJ,JO,15971.506839740749
FJ--JP,FJ,JP,7219.789289468397
FJ--KE,FJ,KE,15310.34174379079
FJ--KH,FJ,KH,8715.992553629
FJ--KR,FJ,KR,8184.830871623246
FJ--KW,FJ,KW,14867.519775704133
FJ--LA,FJ,LA,9208.3135534632
FJ--LB,FJ,LB,15955.134274872273
FJ--MA,FJ,MA,18168.663542293107
FJ--MG,FJ,MG,13272.986678421723
FJ--MN,FJ,MN,10179.881630365797
FJ--MR,FJ,MR,18508.729634366
FJ--MX,FJ,MX,9915.918583166904
FJ--MY,FJ,MY,8728.573834583456
FJ--MZ,FJ,MZ,13896.522385117121
FJ--NA,FJ,NA,15070.54884987303
FJ--NG,FJ,NG,18616.55968810009
FJ--NL,FJ,NL,16165.585758358455
FJ--NO,FJ,NO,15261.03378993224
FJ--NP,FJ,NP,11229.73792403324
FJ--NZ,FJ,NZ,2591.8075392647534
FJ--OM,FJ,OM,13786.80947497987
FJ--PA,FJ,PA,11587.114696447929
FJ--PE,FJ,PE,11096.316981305765
FJ--PG,FJ,PG,3506.3311997779247
FJ--PH,FJ,PH,7270.00795998326
FJ--PK,FJ,PK,12498.588968944085
FJ--PL,FJ,PL,15740.327157401141
FJ--PT,FJ,PT,17608.392189885468
